100302001513,令和2年度補正（第４回）,1,1,100
100302001209,令和2年度補正（第１回）,5,2,40
100302001209,令和2年度補正（第２回）,1,1,100
100302001209,令和2年度補正（第３回）,3,0,0
100302001209,令和2年度補正（第４回）,2,2,100
100302001209,令和2年度補正（第１回）,5,2,40
100302001209,令和2年度補正（第２回）,1,1,100
100302001209,令和2年度補正（第３回）,3,0,0
100302001209,令和2年度補正（第４回）,2,2,100
100302001209,令和2年度補正（第１回）,5,2,40
100302001209,令和2年度補正（第２回）,1,1,100
100302001209,令和2年度補正（第３回）,3,0,0
100302001209,令和2年度補正（第４回）,2,2,100
100402000308,令和2年度補正（第１回）,4,0,0
100402000308,令和2年度補正（第２回）,2,1,50
100402000308,令和2年度補正（第３回）,4,2,50
